#,Гэрээний нэр,Эрдсийн төрөл,Гэрээний төрөл,Гэрээ байгуулсан огноо,Баримт бичгийн төрөл,Гэрээ байгуулсан төрийн байгууллага,Компанийн нэр,Төслийн нэр,Гэрээний файл,OCID,Аннотацийн текст,Метадата текст
350,Өрмөн уул ХХК-ийн Нийгмийн хариуцлагын гэрээ,,,2020-05-15,Contract,,,,,ocds-591adf-MN2135597398RC,,
351,Тэргүүн майнинг ХХК-ийн нийгмийн хариуцлагын гэрээ,,,2020-05-15,Contract,,,,,ocds-591adf-MN5407628819RC,,
352,Өгөөж баянхангай ХХК-ийн Нийгмийн хариуцлагын гэрээ,,,2020-05-15,Contract,,,,,ocds-591adf-MN1878544633RC,,
353,Хамтын эх булаг ХХК-ийн нийгмийн хариуцлагын гэрээ,,,2020-05-15,Contract,,,,,ocds-591adf-MN5704673127RC,,
354,Монросцветмет ХХК-ийн Нийгмийн хариуцлагын гэрээ,,,2020-05-15,Contract,,,,,ocds-591adf-MN3322861837RC,,
355,"БОАЖЯ, АМГТГ, МХЕГ, Дархан-Уул аймаг болон Бичигт хад майнинг ХХК-ийн MV-014989 тоот тусгай зөвшөөрлийн талбайд холбогдох арга хэмжээ авах, нөхөн сэргээх үйл ажиллагааны гэрээ",,Other,2020-05-06,Contract,,,Бичигт хад алтны шороон орд,,ocds-591adf-MN2252283835RC,,
356,"Сэлэнгэ аймгийн Мандал сум болон ""Кормонмайн хаус"" ХХК хоорондын хамтын ажиллагааны гэрээ",,,2020-04-08,Contract,,,,,ocds-591adf-MN9036863389RC,,
357,"Байгаль орчныг хамгаалах, уурхай ашиглах, үйлдвэр байгуулахтай холбогдсон дэд бүтцийг хөгжүүлэх, ажлын байр нэмэгдүүлэх тухай гэрээ",,,2020-04-06,Contract,,,,,ocds-591adf-MN0525916306RC,,
358,"Байгаль орчныг хамгаалах, уурхай ашиглах, үйлдвэр байгуулахтай холбогдсон дэд бүтцийг хөгжүүлэх, ажлын байр нэмэгдүүлэх тухай гэрээ",,,2020-04-03,Contract,,,,,ocds-591adf-MN7041961305RC,,
359,Нэтэнт ХХК 2020 он хамтран ажиллах гэрээ,,,2020-04-01,Contract,,,,,ocds-591adf-MN9169652732RC,,
360,Бичил уурхайгаар ашигт малтмал олборлох тухай гэрээ,,,2020-02-14,Contract,,,Хөлийн холбоо гэх газар бичил уурхайгаар жонш олборлох төсөл,,ocds-591adf-MN8604770756RC,,
361,Бичил уурхайгаар ашигт малтмал олборлох тухай гэрээ,,,2020-02-08,Contract,,,,,ocds-591adf-MN8353202397RC,,
362,"БОАЖЯ, АМГТГ, МХЕГ, Сэлэнгэ аймаг болон Эрдэс Групп ХХК-ийн MV-011426 тоот тусгай зөвшөөрлийн талбайд холбогдох арга хэмжээ авах,нөхөн сэргээх үйл ажиллагааны гэрээ",,Other,2020-02-07,Contract,,,Төмөртэйн гол,,ocds-591adf-MN7878482351RC,,
363,Орхон сумын ЗДТГазартай нийгмийн хариуцлагын чиглэлээр хамтран ажиллах гэрээ,,,2020-01-28,Contract,,,Ашигт малтмалын тусгай зөвшөөрөл / Элс хайрганы/,,ocds-591adf-MN4632880945RC,,
364,Ус ашиглуулах гэрээ,,,2020-01-15,Contract,,,Хөшөөтийн нүүрсний уурхай,,ocds-591adf-MN8328496618RC,,
365,"Байгаль орчныг хамгаалах, уурхай ашиглах үйлдвэр байгуулахтай холбогдсон дэд бүтцийг хөгжүүлэх, ажлын байр нэмэгдүүлэх",,,2019-12-25,Contract,,,,,ocds-591adf-MN5428272586RC,,
366,"Байгаль орчныг хамгаалах, уурхай ашиглах үйлдвэр байгуулахтай холбогдсон дэд бүтцийг хөгжүүлэх, ажлын байр нэмэгдүүлэх",,,2019-11-29,Contract,,,,,ocds-591adf-MN3070572045RC,,
367,Ус ашиглах гэрэээ,,,2019-11-14,Contract,,,Баянхайрхан,,ocds-591adf-MN0795550560RC,,
368,“Эрдэнэс таван толгой” ХК болон “Бодь Интернэшнл “ХХК-ийн хооронд байгуулсан нүүрс нийлүүлэх гэрээ 2019 он,,,2019-11-13,Contract,,,,,ocds-591adf-MN6640305323RC,,
369,"Эрдэнэс Таван Толгой ХК, Таван Толгой Төмөр Зам ХХК болон Бодь Интернэшнл ХХК нарын хооронд байгуулсан Таван толгой-Гашуун сухайт чиглэлийн төмөр замын бүтээн байгуулалтын зураг төсөл, худалдан авалт, барилгын ажлын санхүүжилтийн гэрээ",,,2019-10-29,Contract,,,,,ocds-591adf-MN0280017245RC,,
370,"БОАЖЯ, Төв аймгийн засаг дарга, АМГТГ, МХЕГ болон Монполимет ХХК-ийн MV-000184 тоот тусгай зөвшөөрлийн талбайд холбогдох арга хэмжээ авах, нөхөн сэргээх үйл ажиллагааны гэрээ",,Other,2019-10-28,Contract,,,Тосонгийн дэнжийн орд,,ocds-591adf-MN8095773272RC,,
371,Хамтран ажиллах гэрээ,,,2019-10-15,Contract,,,Хөөт,,ocds-591adf-MN9034467318RC,,
372,Хамтран ажиллах гэрээ,,,2019-09-30,Contract,,,Зүүн тойром,,ocds-591adf-MN9469950965RC,,
373,Завхан аймгийн Дөрвөлжин сум болон Баян-Айраг Эксплорэйшн ХХК-ийн Хамтын ажиллагааны гэрээ,,,2019-09-02,Contract,,,Баян-Айраг,,ocds-591adf-MN4691778071RC,,
374,Орхон сумын ЗДТГазартай нийгмийн хариуцлагын чиглэлээр хамтран ажиллах гэрээ,,,2019-08-26,Contract,,,Орон нутгийн хөгжилд хувь нэмэр оруулах тухай,,ocds-591adf-MN7444156172RC,,
375,Тэргүүн майнинг ХХК-ийн нийгмийн хариуцлагын гэрээ,,,2019-08-20,Contract,,,,,ocds-591adf-MN5146993870RC,,
376,Хамтран ажиллах гэрээ,,Localcooperation agreement,2019-08-01,Contract,,,Төв үнэгт,,ocds-591adf-MN9675503834RC,,
377,Хамтран ажиллах гэрээ,,,2019-07-30,Contract,,,Замын улаан уул,,ocds-591adf-MN1108608583RC,,
378,Ус ашиглах гэрээ,,,2019-07-29,Contract,,,Өлтийн бүлэг орд,,ocds-591adf-MN1279033666RC,,
379,Хамтран ажиллах гэрээ,,,2019-07-24,Contract,,,Хөтөл цагаан,,ocds-591adf-MN7376996157RC,,
380,Бичил уурхайгаар ашигт малтмал олборлох тухай гэрээ-Хулдын хувь хишиг,,Artisanal mining agreement,2019-07-20,Contract,,,,,ocds-591adf-MN8423487556RC,,
381,Хамтран ажиллах,,,2019-07-16,Contract,,,Модот мухар,,ocds-591adf-MN1172357351RC,,
382,Хамтран ажиллах гэрээ,,,2019-07-10,Contract,,,Эрээн,,ocds-591adf-MN5416382147RC,,
383,Хамтран ажиллах гэрээ,,,2019-06-28,Contract,,,,,ocds-591adf-MN4834940227RC,,
384,Бичил уурхайгаар ашигт малтмал олборлох тухай гэрээ-Чойлон уул нөхөрлөл,,Artisanal mining agreement,2019-06-22,Contract,,,Хөлийн холбоо гэх газар бичил уурхайгаар жонш олборлох төсөл,,ocds-591adf-MN9369531877RC,,
385,Хамтран ажиллах гэрээ,,,2019-06-19,Contract,,,,,ocds-591adf-MN3584985345RC,,
386,"БОАЖЯ, АМГТГ, МХЕГ, Архангай аймаг болон Алтайголд  ХХК-ийн MV-012470 тоот тусгай зөвшөөрлийн талбайд холбогдох арга хэмжээ авах, нөхөн сэргээх үйл ажиллагааны гэрээ",,Other,2019-06-17,Contract,,,Ар чулуут алтны шороон орд,,ocds-591adf-MN0334223090RC,,
387,"Агаар, ус, хөрсний шинжилгээ хийх гэрээ",,,2019-06-12,Contract,,,Модот мухар,,ocds-591adf-MN1484553081RC,,
388,Ус ашиглах гэрээ,,,2019-06-11,Contract,,,Баянайраг,,ocds-591adf-MN1854672221RC,,
389,Хамтран ажиллах гэрээ,,,2019-06-10,Contract,,,Өлтийн бүлэг орд,,ocds-591adf-MN0873423933RC,,
390,Ус ашиглах гэрээ,,,2019-06-05,Contract,,,Модот мухар,,ocds-591adf-MN3949772154RC,,
391,Хамтран ажиллах гэрээ,,,2019-05-31,Contract,,,Цагаан дэл,,ocds-591adf-MN4295426852RC,,
392,"БОАЖЯ, АМГТГ, МХЕГ, Архангай аймаг болон Голден хаммер  ХХК-ийн MV-004780 тоот тусгай зөвшөөрлийн талбайд холбогдох арга хэмжээ авах, нөхөн сэргээх үйл ажиллагааны гэрээ",,Other,2019-05-28,Contract,,,Бодонтын амны алтны шороон орд,,ocds-591adf-MN3917500029RC,,
393,Хамтран ажиллах гэрээ,,,2019-05-28,Contract,,,Өлзийт - 1,,ocds-591adf-MN6289189930RC,,
394,Хамтран ажиллах гэрээ,,,2019-05-27,Contract,,,Увс аймгийн Наранбулаг сумын нутаг Харганатын төмрийн хүдрийн уурхай,,ocds-591adf-MN8378922065RC,,
395,"Байгаль орчныг хамгаалах, уурхай ашиглах, үйлдвэр байгуулахтай холбогдсон дэд бүтцийг хөгжүүлэх, ажлын байр нэмэгдүүлэх хамтын ажиллагааны гэрээ",,,2019-05-27,Contract,,,Т.Сонинхүү,,ocds-591adf-MN9671189202RC,,
396,Хамтран ажиллах гэрээ,,,2019-05-23,Contract,,,Цагаан өндөр,,ocds-591adf-MN5689539963RC,,
397,Хамтран ажиллах гэрээ,,,2019-05-23,Contract,,,Улаан толгой,,ocds-591adf-MN9284068783RC,,
398,Хамтран ажиллах гэрээ,,,2019-05-22,Contract,,,Ихрийн хөндий,,ocds-591adf-MN4385158408RC,,
399,Хамтын ажиллагааны гэрээ,,,2019-05-22,Contract,,,Нарийн сухайтын уурхай,,ocds-591adf-MN9132580567RC,,
400,Ус ашиглах гэрээ,,,2019-05-20,Contract,,,Модот мухар,,ocds-591adf-MN6517684214RC,,
401,ХОТУ ХХК-ийн Нийгмийн хариуцлагын гэрээ,,,2019-05-16,Contract,,,,,ocds-591adf-MN4950956471RC,,
402,Төсөлч ХХК-ийн нийгмийн хариуцлагын гэрээ,,,2019-05-16,Contract,,,,,ocds-591adf-MN7477303896RC,,
403,Эко алтан заамар ХХК-ийн Нийгмийн хариуцлагын гэрээ,,Localcooperation agreement,2019-05-16,Social Agreement,,,,,ocds-591adf-MN8372304389RC,,
404,Монполимет ХХК-ийн Нийгмийн хариуцлагын гэрээ,,,2019-05-16,Social Agreement,,,,,ocds-591adf-MN0638099401RC,,
405,Хос хас ХХК-ийн нийгмийн хариуцлагын гэрээ,,,2019-05-16,Contract,,,,,ocds-591adf-MN0300598227RC,,
406,Шижир-Алт ХХК-ийн нийгмийн хариуцлагын гэрээ,,,2019-05-16,Contract,,,,,ocds-591adf-MN1038394726RC,,
407,Хамтран ажиллах гэрээ,,,2019-05-16,Contract,,,,,ocds-591adf-MN8346231095RC,,
408,Платинумланд ХХК-ийн нийгмийн хариуцлагын гэрээ,,,2019-05-16,Contract,,,,,ocds-591adf-MN5396360816RC,,
409,Мон хуа энерги ГХОХХК-ийн нийгмийн хариуцлагаын гэрээ,,,2019-05-16,Contract,,,,,ocds-591adf-MN2452373876RC,,
410,ГБНБ ХХК-ийн Нийгмийн хариуцлагын гэрээ,,,2019-05-16,Social Agreement,,,,,ocds-591adf-MN9441659533RC,,
411,Норд вест минералс ХХК-ийн Нийгмийн хариуцлагын гэрээ,,,2019-05-16,Contract,,,,,ocds-591adf-MN4022426142RC,,
412,"БОАЖЯ, АМГТГ, МХЕГ, Архангай аймаг болон Монгол газар ХХК-ийн MV-002426 тоот тусгай зөвшөөрлийн талбайд холбогдох арга хэмжээ авах, нөхөн сэргээх үйл ажиллагааны гэрээ",,Other,2019-05-10,Contract,,,Өлийн голын алтны шороон орд,,ocds-591adf-MN1102089628RC,,
413,Хамтран ажиллах гэрээ,,,2019-05-09,Contract,,,Хөх тээг,,ocds-591adf-MN6643988741RC,,
414,Хамтран ажиллах гэрээ,,,2019-05-06,Contract,,,Лог,,ocds-591adf-MN9809854641RC,,
415,Хамтран ажиллах гэрээ,,,2019-05-03,Contract,,,Тарагт-2,,ocds-591adf-MN2286431963RC,,
416,Хамтран ажиллах гэрээ,,,2019-05-03,Contract,,,Арвижих,,ocds-591adf-MN2856303005RC,,
417,Хамтран ажиллах гэрээ,,,2019-05-03,Contract,,,Жаргалант уул,,ocds-591adf-MN4330468891RC,,
418,Хамтран ажиллах гэрээ,,,2019-05-03,Contract,,,Ширээгийн хөндий,,ocds-591adf-MN9762853581RC,,
419,Хамтран ажиллах гэрээ,,,2019-05-03,Contract,,,Бумбат,,ocds-591adf-MN9219294056RC,,
420,Хамтран ажиллах гэрээ,,,2019-05-03,Contract,,,MV-00001455,,ocds-591adf-MN5303805791RC,,
421,Хамтран ажиллах гэрээ,,Localcooperation agreement,2019-05-03,Contract,,,"Хөөт, Баргилт толгой, Зүүн хэсэг, Ширээгийн хөндий",,ocds-591adf-MN5735355507RC,,
422,Хамтран ажиллах гэрээ,,,2019-05-02,Contract,,,Ширээ уул - 2,,ocds-591adf-MN6335363415RC,,
423,"Байгаль орчныг хамгаалах, уурхай ашиглах үйлдвэр байгуулахтай холбогдсон дэд бүтцийг хөгжүүлэх, ажлын байр нэмэгдүүлэх",,,2019-04-27,Contract,,,Алтан Цагаан-овоо,,ocds-591adf-MN6394512624RC,,
424,Бичил уурхайгаар ашигт малтмал олборлох тухай гэрээ-Өгөөж хайрхан,,Artisanal mining agreement,2019-04-23,Contract,,,,,ocds-591adf-MN8337103910RC,,
425,Хамтран ажиллах гэрээ,,,2019-04-20,Contract,,,Увс аймгийн Тариалан сумын нутаг Улаан ам 1 талбай,,ocds-591adf-MN7733178458RC,,
426,"БОАЖЯ, АМГТГ, МХЕГ, Төв аймаг болон Заамарын Их Алт ХХК-ын MV-020428 тоот тусгай зөвшөөрлийн талбайд холбогдох арга хэмжээ авах,  нөхөн сэргээх үйл ажиллагааны гэрээ",,Other,2019-04-19,Contract,,,Урд дэлэн алтны шороон орд,,ocds-591adf-MN8685733152RC,,
427,Хамтран ажиллах гэрээ,,,2019-04-19,Contract,,,,,ocds-591adf-MN4724576568RC,,
428,"БОАЖЯ, АМГТГ, МХЕГ, Булган аймаг болон Заамарын Их Алт ХХК-ын MV-020429 тоот тусгай зөвшөөрлийн талбайд холбогдох арга хэмжээ авах,  нөхөн сэргээх үйл ажиллагааны гэрээ",,Other,2019-04-19,Contract,,,Урд дэлэн алтны шороон орд,,ocds-591adf-MN4357486543RC,,
429,Хамтран ажиллах гэрээ,,,2019-04-19,Contract,,,,,ocds-591adf-MN2853804837RC,,
430,Хамтран ажиллах гэрээ,,,2019-04-19,Contract,,,,,ocds-591adf-MN3852465965RC,,
431,"БОАЖЯ, АМГТГ, МХЕГ, Булган аймаг болон Заамарын Их Алт ХХК-ын MV-020430 тоот тусгай зөвшөөрлийн талбайд холбогдох арга хэмжээ авах,  нөхөн сэргээх үйл ажиллагааны гэрээ",,Other,2019-04-19,Contract,,,Урд дэлэн алтны шороон орд,,ocds-591adf-MN2152834920RC,,
432,"БОАЖЯ, АМГТГ, МХЕГ, Төв аймаг болон Заамарын Их Алт ХХК-ын MV-10614 тоот тусгай зөвшөөрлийн талбайд холбогдох арга хэмжээ авах,  нөхөн сэргээх үйл ажиллагааны гэрээ",,Other,2019-04-19,Contract,,,Урд дэлэн алтны шороон орд,,ocds-591adf-MN2328036140RC,,
433,Ашиглалтын өмнөх үйл ажиллагааны тухай гэрээ [Эрдэнэт үйлдвэр ХХК],,,2019-04-17,Contract,,,,,ocds-591adf-MN3716118613RC,,
434,Ашиглалтын өмнөх үйл ажиллагааны тухай гэрээ [Самтан Морес ХХК],,,2019-04-16,Contract,,,,,ocds-591adf-MN1236286979RC,,
435,Stability agreement (Tsairt mineral),,,2019-04-15,Contract,,,,,ocds-591adf-MN4453420984RC,,
436,Бичил уурхайгаар ашигт малтмал олборлох тухай гэрээ,,,2019-04-11,Contract,,,Хайлааст багт бичил уурхайгаар алт олборлох,,ocds-591adf-MN7019371742RC,,
